"speciesid","gr","count"
277789,actinopterygii,11
280670,actinopterygii,4
1149663,,3
417133,,50
729782,,1
738156,gastropoda,13
374881,,16
273774,actinopterygii,8879
248120,,1173
341249,malacostraca,2
766803,gastropoda,1
168259,,12
471190,,3
102706,malacostraca,30
558451,,15
819923,malacostraca,2
751852,gastropoda,1
475605,annelida,2
476049,annelida,1
766742,annelida,1
714041,gastropoda,6
139906,gastropoda,1
244301,,27
471548,,1
240767,gastropoda,42
993366,annelida,5
104500,,1244
219074,actinopterygii,495
441092,malacostraca,15
225188,gastropoda,5
522161,,1
133656,,1
286790,cnidaria,96
290939,cnidaria,1
145306,,97
421306,,8
779997,,9
276650,actinopterygii,72
393101,,4
488726,malacostraca,38
344069,reptilia,885
106538,,627
533848,gastropoda,3
287016,cnidaria,32
332903,annelida,130
286035,cnidaria,1
156621,,6821
865127,gastropoda,5
533582,gastropoda,6
491955,malacostraca,5
354805,,10
366259,malacostraca,2
334111,annelida,46
113030,,2171
126289,actinopterygii,20
470955,,6
104778,,2
1315133,gastropoda,1
220297,malacostraca,112
286888,cnidaria,143
395529,,10
491532,malacostraca,44
848120,,22
827760,malacostraca,11
463867,,2
256962,malacostraca,5
225773,aves,21116
535477,,634
549948,gastropoda,15
235491,,1
156563,,1
386371,,1
473988,gastropoda,17
272731,actinopterygii,382
278990,actinopterygii,9
182295,malacostraca,8
880386,,3
333376,annelida,2
254591,actinopterygii,46
427412,,3
310506,actinopterygii,11
262134,malacostraca,6
513333,,4
118203,malacostraca,2
165218,,9
532253,gastropoda,1
285548,cnidaria,41
293028,,90
560149,gastropoda,13
514493,malacostraca,30
816888,annelida,10
243528,,1
285790,cnidaria,2
158843,actinopterygii,50
703858,,1253
712012,,33
141566,gastropoda,1
102791,malacostraca,9
107645,malacostraca,34
170983,,13
196187,,1
480533,,1
133195,,1
260223,malacostraca,6
168881,,1
507517,,16
890233,gastropoda,10
280482,actinopterygii,3
427648,,1
854421,cnidaria,7
368997,,3
389189,malacostraca,14
168603,,1
388405,elasmobranchii,2
230834,,1
513605,,31
280823,actinopterygii,34
360161,,2
256045,malacostraca,4
287746,cnidaria,12
380047,,1
423552,malacostraca,2511
386307,,5
1034941,,13
163787,,12
250364,,1
229024,,2
278141,actinopterygii,2
1027800,,33
387434,,2
353441,,5
174268,,25
102904,malacostraca,77
819376,,3
159062,aves,41
166931,,19
328910,annelida,16
163258,,828
1047411,gastropoda,46
493373,,5
159346,actinopterygii,3614
165496,,1
382925,malacostraca,10
171208,,3
533316,gastropoda,2
277236,actinopterygii,169
333586,annelida,4
575074,gastropoda,2
107501,malacostraca,7
442736,malacostraca,1
600612,,19
968809,,4
275329,actinopterygii,2146
276540,actinopterygii,111
259128,malacostraca,2
164831,,2
549079,malacostraca,40
237442,malacostraca,11
466508,,15
110578,malacostraca,55
869779,gastropoda,2
491149,gastropoda,1
276378,actinopterygii,3
464853,gastropoda,3
761597,annelida,3
228104,,15
878235,annelida,1
878507,,29
109974,,21
882405,malacostraca,1
410378,,4
257096,malacostraca,3
174999,malacostraca,21
106181,,1
828420,,2
153465,,424
274161,actinopterygii,35
494860,,23
328217,annelida,2
441692,malacostraca,5
107340,malacostraca,4
558293,,16
246628,,17
326681,annelida,1
1046659,,166
287961,cnidaria,235
471988,,9
217800,actinopterygii,21872
1046434,,688
254846,,1
142765,,1
164365,,1
955353,,16
469279,,1
219236,actinopterygii,10
515121,malacostraca,43
277081,actinopterygii,11
414166,,2
274050,actinopterygii,2
867270,,6
266293,annelida,6
215476,gastropoda,74
334819,annelida,1
197516,gastropoda,12
289808,cnidaria,2
149241,,19463
398217,,73
518466,,16
509212,malacostraca,12
175652,,40
243060,,5
352974,,2
580711,gastropoda,25
470963,,2
461090,,9
282460,actinopterygii,10
239659,,4
128796,,680
234825,actinopterygii,23
581624,cnidaria,1
213660,actinopterygii,11
788424,,4
115941,,10
903598,,3
281575,actinopterygii,61
374395,,3592
330417,annelida,3
282001,actinopterygii,27
816889,annelida,2
596655,gastropoda,2
145248,,317
420533,gastropoda,9
387830,gastropoda,83
157836,malacostraca,574
420028,gastropoda,7
835306,gastropoda,18
121932,,9
289039,cnidaria,6
430900,malacostraca,1
444949,malacostraca,2
1353079,annelida,1
592421,gastropoda,2
266709,,75
334234,annelida,95
122644,,3
127293,actinopterygii,344
274085,actinopterygii,1
484776,,6
224549,,17
592340,gastropoda,2
107595,malacostraca,102
616801,,22
217205,gastropoda,102
107519,malacostraca,783
254582,actinopterygii,43
246047,gastropoda,1
460935,,1
362186,,1
291048,cnidaria,8
121737,,2
735489,,3
1261629,cnidaria,1
440380,malacostraca,10639
246785,,86
197515,gastropoda,7
514517,malacostraca,23
767704,,1
133492,,1
285858,cnidaria,134
420160,gastropoda,1
327849,annelida,2
169734,,2
211557,,4
208997,malacostraca,7
611540,,2
465691,,51
832378,malacostraca,2
476144,annelida,1
277173,actinopterygii,43
217563,actinopterygii,80
427429,,31
220291,malacostraca,107
330492,annelida,35
217992,actinopterygii,273
398390,actinopterygii,2
211552,,4
813196,,1
255758,malacostraca,1
513197,,1
171064,,2
254351,actinopterygii,445
290625,cnidaria,29
258007,malacostraca,7
281603,actinopterygii,3
599203,gastropoda,2
172091,,2
456862,gastropoda,2
140306,,255
515089,malacostraca,1
145127,,62
614618,,2248
289774,cnidaria,1
355238,,6
374951,,1
173673,annelida,87
113776,,365
379969,,3
355772,,14
1326974,,1
165007,,1
494259,,2
1332415,,1
236211,,6
480991,,1
594812,annelida,6
507412,,1
279997,elasmobranchii,601
507553,,63
118238,malacostraca,2
134623,,8
422481,,10
1074813,gastropoda,5
449999,gastropoda,4
419432,gastropoda,27
477569,malacostraca,2
420220,gastropoda,60
228399,,16
720574,gastropoda,53
134029,,1
431798,,11
257200,malacostraca,4
218152,actinopterygii,20
1043781,,187
435215,gastropoda,19
503648,,1
170911,,4
331162,annelida,2
257217,malacostraca,1
178752,,51
217884,actinopterygii,139
119594,,1
179546,,4
368816,,1
197473,gastropoda,37
376948,,3
211718,,99
163352,,4
237001,malacostraca,5
441754,malacostraca,3
392580,malacostraca,2
472614,,1
111839,,37
239650,,10
549110,malacostraca,13
371773,,1
112539,,15
329083,annelida,5
507723,,625
239483,,15
135497,cnidaria,86
266483,,2
159098,aves,29511
143301,,2
356523,,1
122266,,64
423087,malacostraca,1
507366,,5
737992,,14
170001,,1
326409,annelida,56
434928,gastropoda,1
173522,annelida,261
495283,,5
488037,,1
743647,gastropoda,1
334180,annelida,23
113726,,20
259633,malacostraca,15
754342,cnidaria,1
376439,,4
213843,,14
751740,gastropoda,7
103269,malacostraca,80
566210,gastropoda,5
560044,gastropoda,2
386416,,13
146611,,5
140235,,190
182300,malacostraca,1
483450,,1
1214310,,11
416688,aves,4
159445,actinopterygii,923
413653,,26
325400,malacostraca,8
416685,aves,41
389148,gastropoda,2
475801,annelida,36
141762,gastropoda,1
333782,annelida,47
422216,,8
491871,malacostraca,14
734540,annelida,5
464654,gastropoda,4
103277,malacostraca,21
427933,,1
143545,,1
112524,,13
471134,,2
421696,malacostraca,12
109688,,16
287219,cnidaria,19
355478,,4
274476,actinopterygii,1
578269,,1
1000247,annelida,1
212312,,19
559245,,1
870701,,119
144462,,141
523767,gastropoda,14
172353,,2
168905,,6
224509,gastropoda,24
371680,,2
1053400,malacostraca,63
418070,,16
266727,annelida,28
469648,,15
107332,malacostraca,10
261819,malacostraca,24
441202,malacostraca,413
760687,,61
719230,gastropoda,5
146740,,3
422460,,4
250055,,16
278228,actinopterygii,4187
145383,,190
256081,malacostraca,7
921144,,72
219634,actinopterygii,1475
463721,,1
580170,gastropoda,31
126336,actinopterygii,2759
991989,,8
240764,,484
276380,actinopterygii,15
197484,gastropoda,19
418085,,12
243977,,7
271839,actinopterygii,7
476134,annelida,3
146801,,10
384707,gastropoda,12
242808,,5
505162,,1
398966,malacostraca,2
117324,cnidaria,21
134693,,37
114573,,2
421716,malacostraca,2
103760,,41
131465,annelida,74
494467,gastropoda,2
154852,,1
286563,cnidaria,15
394678,,3
173547,cnidaria,6
727392,,2
1298185,annelida,1
422163,malacostraca,88
278754,actinopterygii,45
514223,malacostraca,1
216568,,164
271527,elasmobranchii,3
139691,,489
172782,,1
634742,,1
491211,gastropoda,1
495838,,92
597371,gastropoda,4
272722,actinopterygii,86
131124,annelida,2468
169828,,1
153230,,6
288874,cnidaria,73
514495,malacostraca,2
151910,,186
385233,gastropoda,33
283814,cnidaria,2
111319,,3
213104,,21
764887,gastropoda,2
160905,,4
110328,,3507
220405,,1
327308,annelida,1
852970,malacostraca,130
420809,,2
476105,annelida,6
215288,gastropoda,9
353748,,1
409170,malacostraca,32
256955,malacostraca,8
418947,,6
536892,gastropoda,9
712924,actinopterygii,1
277102,elasmobranchii,2579
650636,,30
276879,actinopterygii,28
440276,malacostraca,1
615873,,7
260291,malacostraca,2
529059,,2
514287,malacostraca,5
733231,,6
218454,actinopterygii,88
233915,,2
353090,,1
554799,malacostraca,1
175796,,111
714223,gastropoda,55
580347,gastropoda,5
555379,malacostraca,6
398602,actinopterygii,3
250907,,1
404683,gastropoda,89
493699,,34
573678,,7
489078,gastropoda,12
272311,actinopterygii,1
166060,,4
158148,malacostraca,747
276669,actinopterygii,174
275445,actinopterygii,6
597164,malacostraca,1
467980,gastropoda,15
130348,annelida,503
598856,annelida,9
141939,gastropoda,4
197111,gastropoda,168
391294,,1
466472,,45
494997,,31
390370,,1
532824,,6
579415,malacostraca,1
213937,,2
231612,cnidaria,36
120923,,8
405249,,10
740946,gastropoda,720
507387,,123
488532,malacostraca,10
121264,,47
289331,cnidaria,2
438877,gastropoda,57
380788,,7
207392,cnidaria,1043
438838,gastropoda,73
333922,annelida,28
923941,,1
246612,,3
999808,malacostraca,1
361158,,4
144986,,8
1035248,,150
856377,cnidaria,11
932154,malacostraca,1
736179,malacostraca,1
444750,malacostraca,1
372019,,136
595883,,2
406356,gastropoda,49
170688,,3
355132,,2
126667,actinopterygii,28
458441,gastropoda,4
417868,,4
276469,actinopterygii,18
135068,,6
113671,,99
256290,malacostraca,3
290203,cnidaria,1
463231,,1
458446,gastropoda,10
164468,,3
488481,malacostraca,6
479136,,2
740236,gastropoda,19
366636,malacostraca,3
559279,,2
990405,,1
247618,malacostraca,4
723645,,2
867421,annelida,1
372622,,18
156712,gastropoda,3
440943,malacostraca,16
228254,,1
272095,actinopterygii,6
242897,,9
744890,,2
434693,gastropoda,4
243906,,6
234370,,9
580799,,1
712377,elasmobranchii,1
462396,,16
327940,annelida,2
218773,actinopterygii,185
581691,gastropoda,3
478522,,2
421773,malacostraca,3
244066,,2
395411,malacostraca,1
124418,,966
513507,,3
149507,,5
250676,,1
598679,gastropoda,3
417738,,6
103828,,420
146345,,350
348619,,2
438893,,1
514398,malacostraca,82
457927,,97
345714,gastropoda,47
196656,cnidaria,830
329872,annelida,63
286874,cnidaria,89
718972,,1
171313,,2
434011,gastropoda,3
149283,,49
172991,annelida,33
417901,,2
759975,cnidaria,476
414154,,70
131141,annelida,5940
558297,gastropoda,38
328247,annelida,2
420625,gastropoda,8
827752,,1
328086,annelida,1
157307,,18
211765,,20
147977,,1
571979,gastropoda,3
145669,,222
281317,actinopterygii,92
264851,,2
345908,,113
735022,,31
241785,,128
385744,,30
596130,,13
266510,,13
291621,,383
862842,,1
597478,annelida,5
368083,malacostraca,63
326930,annelida,2
278399,actinopterygii,38
392494,malacostraca,43
419347,gastropoda,83
368089,,1
585350,gastropoda,538
328720,annelida,1
332340,annelida,9
230490,,24
246243,malacostraca,6
393338,,80
392486,malacostraca,73
345415,,2
161049,,1
517617,cnidaria,3
126976,actinopterygii,59
234824,actinopterygii,31
897653,,2
278430,actinopterygii,7
221351,actinopterygii,72
342141,,7
342315,,73
529156,,1
506577,,2
276891,actinopterygii,11197
113219,,150
159794,actinopterygii,208
167385,,1
219273,actinopterygii,7
565152,,19
587452,,4
122073,,1
367776,,27
831280,gastropoda,1
884191,,9
219875,actinopterygii,880
109899,,1535
418852,cnidaria,25
852998,malacostraca,6
736212,,6
868486,malacostraca,2
764337,gastropoda,118
241864,,25
157575,annelida,783
154988,,1
106657,,2014
145324,,3
427705,,1
214930,,3
831777,gastropoda,1
342239,,1281
376307,,2
518468,,16
440894,malacostraca,41
337522,annelida,26
277507,actinopterygii,7792
719998,malacostraca,69
988092,cnidaria,6
209146,malacostraca,79
564729,gastropoda,14
118836,malacostraca,3
217251,gastropoda,4
344042,reptilia,76
565998,gastropoda,12
488541,malacostraca,2
656373,,1
406973,arachnida,1
886694,annelida,1
562475,gastropoda,4
259027,malacostraca,1
219270,actinopterygii,16
164174,,4
237172,malacostraca,7
156000,,1
423728,malacostraca,48
760103,gastropoda,8
475326,gastropoda,10
515193,malacostraca,11
279601,actinopterygii,363
505419,,1
865118,gastropoda,1
226662,malacostraca,10
456672,gastropoda,98
421225,,6
371554,,30
289818,cnidaria,1
503384,,1
122738,,11
366106,malacostraca,81
579410,malacostraca,3
814775,,765
227752,,1
276698,elasmobranchii,3
420994,,3
489062,gastropoda,107
149662,,119
536433,gastropoda,1
451384,,50
168889,,1
514870,malacostraca,3
216131,cnidaria,21
166957,,8
366493,malacostraca,78
427574,,19
397254,gastropoda,5
112687,,36
513490,,458
420116,gastropoda,8
735513,,1
366518,malacostraca,4
431713,malacostraca,1
378086,malacostraca,1
1382097,cnidaria,1
250973,,1
280426,actinopterygii,62
226851,malacostraca,22
211601,,2
518951,,1
332173,annelida,95
559707,gastropoda,34
430767,gastropoda,9
280977,actinopterygii,1
117368,cnidaria,2683
444152,malacostraca,1
276236,actinopterygii,24
456868,gastropoda,4
841069,,218
240631,annelida,147
398598,actinopterygii,1
160112,gastropoda,3
332847,annelida,3
555568,malacostraca,13
740096,gastropoda,17
593847,,17
988144,annelida,1
145191,,49
255088,,27
332497,annelida,64
607648,gastropoda,12
124792,,126
933578,,3
841251,,854
212169,gastropoda,6
279600,actinopterygii,18
272282,actinopterygii,147
331393,annelida,9
288314,cnidaria,9
213934,,2
135159,cnidaria,3124
126910,actinopterygii,19
167943,,1
700427,,1
169634,,1
350040,,6
334438,annelida,4
832701,,1
143396,,3
265568,,2
149458,,52
532355,gastropoda,12
716644,gastropoda,34
866524,,2
126304,actinopterygii,757
719071,gastropoda,28
279257,actinopterygii,7
237091,malacostraca,4
260148,malacostraca,7
1298877,malacostraca,8
257366,malacostraca,14
110682,malacostraca,128
145094,,233
168298,,1
592933,cnidaria,12
114587,,4
152179,cnidaria,43
491373,gastropoda,141
413144,,7
343968,aves,128
159285,actinopterygii,12111
438709,gastropoda,8
480296,,176
367046,malacostraca,1
829733,gastropoda,1
127194,actinopterygii,364
282295,actinopterygii,130
234928,,31
579641,,10
127099,actinopterygii,69
216977,gastropoda,146
720392,gastropoda,6
494430,gastropoda,14
126656,actinopterygii,59
514441,malacostraca,2
284262,cnidaria,1
432795,gastropoda,3
166892,,1
132377,,29
207192,cnidaria,141
259760,malacostraca,2
381828,,3
121124,,3
142002,,973
283776,cnidaria,1
337595,annelida,131
121145,,4
132964,,2
327970,annelida,5
127075,actinopterygii,133
112849,,866
211364,malacostraca,128
1298975,malacostraca,1
118787,malacostraca,15
163246,,217
157606,annelida,4
255001,mammalia,77906
471181,,5
422228,,1
506291,,3
258483,malacostraca,4
244559,malacostraca,11
419593,gastropoda,44
107537,malacostraca,75
594471,gastropoda,2
140255,,376
287439,cnidaria,2
233028,,4
289378,cnidaria,25
564994,gastropoda,39
167684,,8
282601,actinopterygii,1800
327854,annelida,1
327468,annelida,5
709619,,1
867492,gastropoda,1920
744159,,1
514286,malacostraca,20
1013871,actinopterygii,59
104059,,14
239823,,6
170620,,6
280951,elasmobranchii,11
251227,,4
290316,cnidaria,66
207307,cnidaria,88
266564,,11
838459,,75
817547,malacostraca,1
583394,,3
169654,,1
899831,,9
592665,,2
274158,actinopterygii,35
134141,,1
559857,,16
280225,actinopterygii,12
121320,,1
477981,malacostraca,2
514696,malacostraca,145
146855,,19
240302,,2
471104,,7
712190,annelida,37
1313159,,1
258700,malacostraca,25
388727,gastropoda,3
287768,cnidaria,2
507560,,100
371585,,11
165701,,3
165759,,1
214740,malacostraca,1
281296,actinopterygii,780
274835,actinopterygii,7
529507,,1
582291,,28
361690,,17
375033,,2
273547,actinopterygii,1
413128,,17
991161,,1
567652,gastropoda,13
114746,,5
511536,gastropoda,1
124457,,111
216088,gastropoda,8
408090,,6
480814,,28
1255730,malacostraca,1
134655,,37
121914,,1
955742,,11
276677,actinopterygii,73293
281932,elasmobranchii,136
145549,,157
727372,,2
216278,gastropoda,3
332357,annelida,2
240807,malacostraca,6
274397,actinopterygii,1
867271,,2
130484,annelida,28
503785,,3
164325,,2
447926,gastropoda,1
130355,annelida,10225
121599,,1
856364,cnidaria,76
130833,annelida,636
172941,cnidaria,162
237793,,1
159337,actinopterygii,5933
289564,cnidaria,8
158550,elasmobranchii,140
433987,gastropoda,106
573610,,59
113071,,410
751880,gastropoda,1
444476,malacostraca,28
416510,annelida,15
274132,actinopterygii,1
147021,,1548
288139,cnidaria,73
361583,,1
834024,,3
410799,malacostraca,9
171312,,2
113790,,98
381637,,2
271873,actinopterygii,334
140855,gastropoda,132
142601,,3
168176,,1
255513,malacostraca,1
606956,annelida,2
180993,gastropoda,1
285282,cnidaria,1
426571,,23
1012179,,3
279770,actinopterygii,2
219219,actinopterygii,19
433717,gastropoda,2
513604,,7
166200,,4
491378,gastropoda,1
591344,gastropoda,100
273483,actinopterygii,210
173023,cnidaria,541
856275,cnidaria,75
168643,,2
715352,,3
244171,,3
168240,,4
593256,,11
159701,,1
103273,malacostraca,345
1360742,cnidaria,54
166908,,9
291576,,27
470444,,5
290986,cnidaria,40
851704,,1
345448,,9
360176,,5
895617,,2
271947,actinopterygii,21
178787,,372
344029,aves,6333
525514,,1
103086,malacostraca,31
1306112,,8
491394,gastropoda,123
110710,malacostraca,209
285631,cnidaria,15
139458,,3
740941,gastropoda,3
152485,,1
282029,actinopterygii,45
832807,gastropoda,3
371739,,5
131402,annelida,1454
390565,malacostraca,10
536436,gastropoda,1
168291,,2
489887,malacostraca,10
444485,malacostraca,1
162259,,450
281201,actinopterygii,29
1061755,malacostraca,19
582416,annelida,15
558366,gastropoda,2
592957,cnidaria,35
239107,,68
382881,malacostraca,18
221336,cnidaria,3
427108,,1
489550,malacostraca,8
507885,,133
724099,gastropoda,68
218442,actinopterygii,84
289256,cnidaria,42
232468,,9
392546,malacostraca,4
870588,,68
391970,,110
177605,,1
345420,,2
369204,malacostraca,350
271505,elasmobranchii,219
104341,,51
181246,gastropoda,19
826913,,21
422416,,8
166983,,1
221469,actinopterygii,101
869790,gastropoda,2
507069,,4
370627,annelida,3
358348,,3
988076,gastropoda,16
484412,,1
143024,,2
350026,,3
491523,malacostraca,6
216083,gastropoda,1
444926,malacostraca,178
491187,gastropoda,1
282310,actinopterygii,4
107083,malacostraca,1570
143608,,12
217709,actinopterygii,272
934710,,1
548641,malacostraca,38
217162,gastropoda,29
280193,elasmobranchii,13
932399,malacostraca,1
419384,gastropoda,12
1290536,cnidaria,2
514335,malacostraca,1
283093,elasmobranchii,44
727951,,12
287109,cnidaria,4
142759,,1
1329755,gastropoda,16
420005,gastropoda,5
256884,malacostraca,5
213414,,14
956732,,2
718248,,1
849272,,8
416579,malacostraca,2
281336,actinopterygii,3
170787,,2
395840,,2
499683,,254
157849,malacostraca,307
